Gm#,Home_Game,Opp,Streak,Tm,W-L,W/L,Team_Win_Percentage
100,1,COL,2,WSN,54-46,W,0.54
101,1,COL,3,WSN,55-46,W,0.5445544554455446
102,1,COL,-1,WSN,55-47,L,0.5392156862745098
103,1,LAD,-2,WSN,55-48,L,0.5339805825242718
104,1,LAD,-3,WSN,55-49,L,0.5288461538461539
105,1,LAD,1,WSN,56-49,W,0.5333333333333333
106,1,ATL,2,WSN,57-49,W,0.5377358490566038
107,1,ATL,-1,WSN,57-50,L,0.5327102803738317
108,1,ATL,-2,WSN,57-51,L,0.5277777777777778
109,0,ARI,1,WSN,58-51,W,0.5321100917431193
110,0,ARI,-1,WSN,58-52,L,0.5272727272727272
111,0,ARI,-2,WSN,58-53,L,0.5225225225225225
112,0,SFG,1,WSN,59-53,W,0.5267857142857143
113,0,SFG,2,WSN,60-53,W,0.5309734513274337
114,0,SFG,3,WSN,61-53,W,0.5350877192982456
115,0,NYM,-1,WSN,61-54,L,0.5304347826086957
116,0,NYM,-2,WSN,61-55,L,0.5258620689655172
117,0,NYM,1,WSN,62-55,W,0.5299145299145299
118,1,CIN,2,WSN,63-55,W,0.5338983050847458
119,1,CIN,3,WSN,64-55,W,0.5378151260504201
120,1,CIN,4,WSN,65-55,W,0.5416666666666666
121,1,MIL,5,WSN,66-55,W,0.5454545454545454
122,1,MIL,-1,WSN,66-56,L,0.5409836065573771
123,1,MIL,1,WSN,67-56,W,0.5447154471544715
124,0,PIT,2,WSN,68-56,W,0.5483870967741935
125,0,PIT,-1,WSN,68-57,L,0.544
126,0,PIT,1,WSN,69-57,W,0.5476190476190477
127,0,PIT,2,WSN,70-57,W,0.5511811023622047
128,0,CHC,3,WSN,71-57,W,0.5546875
129,0,CHC,4,WSN,72-57,W,0.5581395348837209
130,0,CHC,5,WSN,73-57,W,0.5615384615384615
131,1,BAL,-1,WSN,73-58,L,0.5572519083969466
132,1,BAL,1,WSN,74-58,W,0.5606060606060606
133,1,MIA,2,WSN,75-58,W,0.5639097744360902
134,1,MIA,3,WSN,76-58,W,0.5671641791044776
135,1,MIA,4,WSN,77-58,W,0.5703703703703704
136,1,NYM,-1,WSN,77-59,L,0.5661764705882353
137,1,NYM,1,WSN,78-59,W,0.5693430656934306
138,1,NYM,-1,WSN,78-60,L,0.5652173913043478
139,0,ATL,-2,WSN,78-61,L,0.5611510791366906
140,0,ATL,-3,WSN,78-62,L,0.5571428571428572
141,0,ATL,-4,WSN,78-63,L,0.5531914893617021
142,0,ATL,1,WSN,79-63,W,0.5563380281690141
143,0,MIN,-1,WSN,79-64,L,0.5524475524475524
144,0,MIN,1,WSN,80-64,W,0.5555555555555556
145,0,MIN,2,WSN,81-64,W,0.5586206896551724
146,1,ATL,-1,WSN,81-65,L,0.5547945205479452
147,1,ATL,-2,WSN,81-66,L,0.5510204081632653
148,1,ATL,1,WSN,82-66,W,0.5540540540540541
149,0,STL,-1,WSN,82-67,L,0.5503355704697986
150,0,STL,1,WSN,83-67,W,0.5533333333333333
151,0,STL,-1,WSN,83-68,L,0.5496688741721855
152,0,MIA,1,WSN,84-68,W,0.5526315789473685
153,0,MIA,2,WSN,85-68,W,0.5555555555555556
154,0,MIA,-1,WSN,85-69,L,0.551948051948052
155,1,PHI,1,WSN,86-69,W,0.5548387096774193
156,1,PHI,2,WSN,87-69,W,0.5576923076923077
157,1,PHI,3,WSN,88-69,W,0.5605095541401274
158,1,PHI,4,WSN,89-69,W,0.5632911392405063
159,1,PHI,5,WSN,90-69,W,0.5660377358490566
160,1,CLE,6,WSN,91-69,W,0.56875
161,1,CLE,7,WSN,92-69,W,0.5714285714285714
162,1,CLE,8,WSN,93-69,W,0.5740740740740741
1,0,NYY,-1,BAL,0-1,L,0.0
2,0,NYY,1,BAL,1-1,W,0.5
3,0,NYY,2,BAL,2-1,W,0.6666666666666666
4,0,TOR,3,BAL,3-1,W,0.75
5,0,TOR,4,BAL,4-1,W,0.8
6,0,TOR,-1,BAL,4-2,L,0.6666666666666666
7,1,NYY,-2,BAL,4-3,L,0.5714285714285714
8,1,NYY,-3,BAL,4-4,L,0.5
9,1,NYY,-4,BAL,4-5,L,0.4444444444444444
10,1,OAK,1,BAL,5-5,W,0.5
11,1,OAK,-1,BAL,5-6,L,0.45454545454545453
12,1,OAK,-2,BAL,5-7,L,0.4166666666666667
13,1,OAK,-3,BAL,5-8,L,0.38461538461538464
14,0,BOS,-4,BAL,5-9,L,0.35714285714285715
15,0,BOS,1,BAL,6-9,W,0.4
16,0,BOS,-1,BAL,6-10,L,0.375
17,0,BOS,1,BAL,7-10,W,0.4117647058823529
18,0,TBR,-1,BAL,7-11,L,0.3888888888888889
19,0,TBR,-2,BAL,7-12,L,0.3684210526315789
20,0,TBR,1,BAL,8-12,W,0.4
21,1,MIN,-1,BAL,8-13,L,0.38095238095238093
22,1,MIN,-2,BAL,8-14,L,0.36363636363636365
23,1,MIN,-3,BAL,8-15,L,0.34782608695652173
24,1,CHW,-4,BAL,8-16,L,0.3333333333333333
25,1,CHW,1,BAL,9-16,W,0.36
26,1,CHW,2,BAL,10-16,W,0.38461538461538464
27,0,MIN,-1,BAL,10-17,L,0.37037037037037035
28,0,MIN,-2,BAL,10-18,L,0.35714285714285715
29,0,MIN,-3,BAL,10-19,L,0.3448275862068966
30,0,CHW,-4,BAL,10-20,L,0.3333333333333333
31,0,CHW,1,BAL,11-20,W,0.3548387096774194
32,0,CHW,-1,BAL,11-21,L,0.34375
33,1,TBR,-2,BAL,11-22,L,0.3333333333333333
34,1,TBR,1,BAL,12-22,W,0.35294117647058826
35,1,BOS,2,BAL,13-22,W,0.37142857142857144
36,1,BOS,-1,BAL,13-23,L,0.3611111111111111
37,1,BOS,-2,BAL,13-24,L,0.35135135135135137
38,1,LAA,-3,BAL,13-25,L,0.34210526315789475
39,1,LAA,-4,BAL,13-26,L,0.3333333333333333
40,1,LAA,1,BAL,14-26,W,0.35
41,0,NYY,-1,BAL,14-27,L,0.34146341463414637
42,0,NYY,-2,BAL,14-28,L,0.3333333333333333
43,0,CLE,-3,BAL,14-29,L,0.32558139534883723
44,0,CLE,1,BAL,15-29,W,0.3409090909090909
45,0,CLE,-1,BAL,15-30,L,0.3333333333333333
46,0,CLE,-2,BAL,15-31,L,0.32608695652173914
47,1,NYY,-3,BAL,15-32,L,0.3191489361702128
48,1,NYY,-4,BAL,15-33,L,0.3125
49,1,NYY,-5,BAL,15-34,L,0.30612244897959184
50,1,NYY,-6,BAL,15-35,L,0.3
51,0,COL,-7,BAL,15-36,L,0.29411764705882354
52,0,COL,1,BAL,16-36,W,0.3076923076923077
53,0,COL,-1,BAL,16-37,L,0.3018867924528302
54,1,DET,1,BAL,17-37,W,0.3148148148148148
55,1,DET,-1,BAL,17-38,L,0.3090909090909091
56,1,DET,-2,BAL,17-39,L,0.30357142857142855
57,1,SFG,1,BAL,18-39,W,0.3157894736842105
58,1,SFG,-1,BAL,18-40,L,0.3103448275862069
59,1,SFG,-2,BAL,18-41,L,0.3050847457627119
60,0,TEX,1,BAL,19-41,W,0.31666666666666665
61,0,TEX,-1,BAL,19-42,L,0.3114754098360656
62,0,TEX,-2,BAL,19-43,L,0.3064516129032258
63,0,HOU,-3,BAL,19-44,L,0.30158730158730157
64,0,HOU,1,BAL,20-44,W,0.3125
65,0,HOU,-1,BAL,20-45,L,0.3076923076923077
66,1,TOR,1,BAL,21-45,W,0.3181818181818182
67,1,TOR,-1,BAL,21-46,L,0.31343283582089554
68,1,TOR,-2,BAL,21-47,L,0.3088235294117647
69,1,BOS,-3,BAL,21-48,L,0.30434782608695654
70,1,BOS,-4,BAL,21-49,L,0.3
71,1,BOS,-5,BAL,21-50,L,0.29577464788732394
72,0,OAK,-6,BAL,21-51,L,0.2916666666666667
73,0,OAK,-7,BAL,21-52,L,0.2876712328767123
74,0,OAK,-8,BAL,21-53,L,0.28378378378378377
75,0,SEA,-9,BAL,21-54,L,0.28
76,0,SEA,-10,BAL,21-55,L,0.27631578947368424
77,0,SEA,1,BAL,22-55,W,0.2857142857142857
78,0,SEA,-1,BAL,22-56,L,0.28205128205128205
79,1,SDP,-2,BAL,22-57,L,0.27848101265822783
80,1,SDP,-3,BAL,22-58,L,0.275
81,1,CLE,1,BAL,23-58,W,0.2839506172839506
82,1,CLE,2,BAL,24-58,W,0.2926829268292683
83,1,CLE,-1,BAL,24-59,L,0.2891566265060241
84,0,TBR,-2,BAL,24-60,L,0.2857142857142857
85,0,TBR,-3,BAL,24-61,L,0.2823529411764706
86,0,TBR,1,BAL,25-61,W,0.29069767441860467
87,0,TOR,2,BAL,26-61,W,0.2988505747126437
88,0,TOR,3,BAL,27-61,W,0.3068181818181818
89,0,TOR,-1,BAL,27-62,L,0.30337078651685395
90,1,TBR,-2,BAL,27-63,L,0.3
91,1,TBR,1,BAL,28-63,W,0.3076923076923077
92,1,TBR,-1,BAL,28-64,L,0.30434782608695654
93,1,TBR,-2,BAL,28-65,L,0.3010752688172043
94,1,WSN,-3,BAL,28-66,L,0.2978723404255319
95,1,WSN,1,BAL,29-66,W,0.30526315789473685
96,1,BOS,2,BAL,30-66,W,0.3125
97,1,BOS,-1,BAL,30-67,L,0.30927835051546393
98,1,BOS,1,BAL,31-67,W,0.3163265306122449
99,0,ARI,-1,BAL,31-68,L,0.31313131313131315
100,0,ARI,1,BAL,32-68,W,0.32
101,0,ARI,-1,BAL,32-69,L,0.31683168316831684
102,0,LAA,1,BAL,33-69,W,0.3235294117647059
103,0,LAA,2,BAL,34-69,W,0.3300970873786408
104,0,LAA,3,BAL,35-69,W,0.33653846153846156
105,0,LAA,-1,BAL,35-70,L,0.3333333333333333
106,0,SDP,-2,BAL,35-71,L,0.330188679245283
107,0,SDP,1,BAL,36-71,W,0.3364485981308411
108,1,TOR,-1,BAL,36-72,L,0.3333333333333333
109,1,TOR,-2,BAL,36-73,L,0.3302752293577982
110,1,TOR,1,BAL,37-73,W,0.33636363636363636
111,1,TOR,2,BAL,38-73,W,0.34234234234234234
112,1,NYY,-1,BAL,38-74,L,0.3392857142857143
113,1,NYY,-2,BAL,38-75,L,0.336283185840708
114,1,NYY,-3,BAL,38-76,L,0.3333333333333333
115,1,HOU,-4,BAL,38-77,L,0.33043478260869563
116,1,HOU,-5,BAL,38-78,L,0.3275862068965517
117,1,HOU,1,BAL,39-78,W,0.3333333333333333
118,0,NYY,-1,BAL,39-79,L,0.3305084745762712
119,0,NYY,-2,BAL,39-80,L,0.3277310924369748
120,0,NYY,-3,BAL,39-81,L,0.325
121,0,NYY,-4,BAL,39-82,L,0.32231404958677684
122,0,BOS,-5,BAL,39-83,L,0.319672131147541
123,0,BOS,-6,BAL,39-84,L,0.3170731707317073
124,0,BOS,-7,BAL,39-85,L,0.31451612903225806
125,1,KCR,-8,BAL,39-86,L,0.312
126,1,KCR,1,BAL,40-86,W,0.31746031746031744
127,1,KCR,2,BAL,41-86,W,0.3228346456692913
128,1,TBR,-1,BAL,41-87,L,0.3203125
129,1,TBR,-2,BAL,41-88,L,0.3178294573643411
130,1,TBR,1,BAL,42-88,W,0.3230769230769231
131,1,TBR,2,BAL,43-88,W,0.3282442748091603
132,0,WSN,3,BAL,44-88,W,0.3333333333333333
133,0,WSN,-1,BAL,44-89,L,0.3308270676691729
134,0,KCR,1,BAL,45-89,W,0.3358208955223881
135,0,KCR,-1,BAL,45-90,L,0.3333333333333333
136,0,KCR,-2,BAL,45-91,L,0.33088235294117646
137,0,TBR,-3,BAL,45-92,L,0.3284671532846715
138,0,TBR,1,BAL,46-92,W,0.3333333333333333
139,0,TBR,-1,BAL,46-93,L,0.33093525179856115
140,1,TEX,-2,BAL,46-94,L,0.32857142857142857
141,1,TEX,-3,BAL,46-95,L,0.3262411347517731
142,1,TEX,-4,BAL,46-96,L,0.323943661971831
143,1,TEX,-5,BAL,46-97,L,0.32167832167832167
144,1,LAD,-6,BAL,46-98,L,0.3194444444444444
145,1,LAD,1,BAL,47-98,W,0.32413793103448274
146,1,LAD,-1,BAL,47-99,L,0.3219178082191781
147,0,DET,1,BAL,48-99,W,0.32653061224489793
148,0,DET,-1,BAL,48-100,L,0.32432432432432434
149,0,DET,1,BAL,49-100,W,0.3288590604026846
150,0,DET,-1,BAL,49-101,L,0.32666666666666666
151,1,TOR,-2,BAL,49-102,L,0.32450331125827814
152,1,TOR,-3,BAL,49-103,L,0.3223684210526316
153,1,TOR,-4,BAL,49-104,L,0.3202614379084967
154,1,SEA,1,BAL,50-104,W,0.3246753246753247
155,1,SEA,-1,BAL,50-105,L,0.3225806451612903
156,1,SEA,1,BAL,51-105,W,0.3269230769230769
157,0,TOR,-1,BAL,51-106,L,0.3248407643312102
158,0,TOR,1,BAL,52-106,W,0.3291139240506329
159,0,TOR,-1,BAL,52-107,L,0.3270440251572327
160,0,BOS,1,BAL,53-107,W,0.33125
161,0,BOS,2,BAL,54-107,W,0.33540372670807456
162,0,BOS,-1,BAL,54-108,L,0.3333333333333333
1,1,SFG,1,SDP,1-0,W,1.0
2,1,SFG,2,SDP,2-0,W,1.0
3,1,SFG,-1,SDP,2-1,L,0.6666666666666666
4,1,SFG,1,SDP,3-1,W,0.75
5,1,ARI,-1,SDP,3-2,L,0.6
6,1,ARI,-2,SDP,3-3,L,0.5
7,1,ARI,1,SDP,4-3,W,0.5714285714285714
8,0,STL,2,SDP,5-3,W,0.625
9,0,STL,3,SDP,6-3,W,0.6666666666666666
10,0,STL,-1,SDP,6-4,L,0.6
11,0,SFG,1,SDP,7-4,W,0.6363636363636364
12,0,SFG,-1,SDP,7-5,L,0.5833333333333334
13,0,SFG,1,SDP,8-5,W,0.6153846153846154
14,0,ARI,2,SDP,9-5,W,0.6428571428571429
15,0,ARI,3,SDP,10-5,W,0.6666666666666666
16,0,ARI,4,SDP,11-5,W,0.6875
17,0,ARI,-1,SDP,11-6,L,0.6470588235294118
18,1,COL,-2,SDP,11-7,L,0.6111111111111112
19,1,COL,-3,SDP,11-8,L,0.5789473684210527
20,1,CIN,-4,SDP,11-9,L,0.55
21,1,CIN,-5,SDP,11-10,L,0.5238095238095238
22,1,CIN,-6,SDP,11-11,L,0.5
23,1,CIN,1,SDP,12-11,W,0.5217391304347826
24,1,SEA,2,SDP,13-11,W,0.5416666666666666
25,1,SEA,3,SDP,14-11,W,0.56
26,0,WSN,4,SDP,15-11,W,0.5769230769230769
27,0,WSN,5,SDP,16-11,W,0.5925925925925926
28,0,WSN,-1,SDP,16-12,L,0.5714285714285714
29,0,ATL,-2,SDP,16-13,L,0.5517241379310345
30,0,ATL,1,SDP,17-13,W,0.5666666666666667
31,0,ATL,-1,SDP,17-14,L,0.5483870967741935
32,0,ATL,1,SDP,18-14,W,0.5625
33,1,LAD,-1,SDP,18-15,L,0.5454545454545454
34,1,LAD,-2,SDP,18-16,L,0.5294117647058824
35,1,LAD,1,SDP,19-16,W,0.5428571428571428
36,1,NYM,2,SDP,20-16,W,0.5555555555555556
37,1,NYM,-1,SDP,20-17,L,0.5405405405405406
38,1,NYM,1,SDP,21-17,W,0.5526315789473685
39,0,COL,-1,SDP,21-18,L,0.5384615384615384
40,0,COL,1,SDP,22-18,W,0.55
41,0,COL,-1,SDP,22-19,L,0.5365853658536586
42,0,LAD,-2,SDP,22-20,L,0.5238095238095238
43,0,LAD,-3,SDP,22-21,L,0.5116279069767442
44,1,PIT,1,SDP,23-21,W,0.5227272727272727
45,1,PIT,-1,SDP,23-22,L,0.5111111111111111
46,1,PIT,-2,SDP,23-23,L,0.5
47,1,PIT,-3,SDP,23-24,L,0.48936170212765956
48,1,ARI,1,SDP,24-24,W,0.5
49,1,ARI,2,SDP,25-24,W,0.5102040816326531
50,1,ARI,3,SDP,26-24,W,0.52
51,0,TOR,4,SDP,27-24,W,0.5294117647058824
52,0,TOR,5,SDP,28-24,W,0.5384615384615384
53,0,TOR,-1,SDP,28-25,L,0.5283018867924528
54,0,NYY,-2,SDP,28-26,L,0.5185185185185185
55,0,NYY,1,SDP,29-26,W,0.5272727272727272
56,0,NYY,-1,SDP,29-27,L,0.5178571428571429
57,1,MIA,1,SDP,30-27,W,0.5263157894736842
58,1,MIA,-1,SDP,30-28,L,0.5172413793103449
59,1,MIA,-2,SDP,30-29,L,0.5084745762711864
60,1,PHI,1,SDP,31-29,W,0.5166666666666667
61,1,PHI,-1,SDP,31-30,L,0.5081967213114754
62,1,PHI,-2,SDP,31-31,L,0.5
63,1,WSN,1,SDP,32-31,W,0.5079365079365079
64,1,WSN,2,SDP,33-31,W,0.515625
65,1,WSN,-1,SDP,33-32,L,0.5076923076923077
66,1,WSN,-2,SDP,33-33,L,0.5
67,0,SFG,-3,SDP,33-34,L,0.4925373134328358
68,0,SFG,-4,SDP,33-35,L,0.4852941176470588
69,0,COL,-5,SDP,33-36,L,0.4782608695652174
70,0,COL,1,SDP,34-36,W,0.4857142857142857
71,0,COL,-1,SDP,34-37,L,0.4788732394366197
72,0,COL,1,SDP,35-37,W,0.4861111111111111
73,1,MIL,2,SDP,36-37,W,0.4931506849315068
74,1,MIL,3,SDP,37-37,W,0.5
75,1,MIL,4,SDP,38-37,W,0.5066666666666667
76,0,PIT,-1,SDP,38-38,L,0.5
77,0,PIT,-2,SDP,38-39,L,0.4935064935064935
78,0,PIT,-3,SDP,38-40,L,0.48717948717948717
79,0,BAL,1,SDP,39-40,W,0.4936708860759494
80,0,BAL,2,SDP,40-40,W,0.5
81,1,STL,3,SDP,41-40,W,0.5061728395061729
82,1,STL,4,SDP,42-40,W,0.5121951219512195
83,1,STL,-1,SDP,42-41,L,0.5060240963855421
84,1,SFG,-2,SDP,42-42,L,0.5
85,1,SFG,-3,SDP,42-43,L,0.49411764705882355
86,1,SFG,-4,SDP,42-44,L,0.4883720930232558
87,0,LAD,-5,SDP,42-45,L,0.4827586206896552
88,0,LAD,1,SDP,43-45,W,0.48863636363636365
89,0,LAD,2,SDP,44-45,W,0.4943820224719101
90,0,LAD,3,SDP,45-45,W,0.5
91,1,ATL,-1,SDP,45-46,L,0.4945054945054945
92,1,ATL,-2,SDP,45-47,L,0.4891304347826087
93,1,ATL,-3,SDP,45-48,L,0.4838709677419355
94,0,MIA,-4,SDP,45-49,L,0.4787234042553192
95,0,MIA,1,SDP,46-49,W,0.4842105263157895
96,0,MIA,-1,SDP,46-50,L,0.4791666666666667
97,0,CHC,-2,SDP,46-51,L,0.4742268041237113
98,0,CHC,-3,SDP,46-52,L,0.46938775510204084
99,0,CHC,1,SDP,47-52,W,0.47474747474747475
100,0,NYM,-1,SDP,47-53,L,0.47
101,0,NYM,1,SDP,48-53,W,0.4752475247524752
102,0,NYM,-1,SDP,48-54,L,0.47058823529411764
103,1,SFG,-2,SDP,48-55,L,0.46601941747572817
104,1,SFG,1,SDP,49-55,W,0.47115384615384615
105,1,SFG,-1,SDP,49-56,L,0.4666666666666667
106,1,BAL,1,SDP,50-56,W,0.4716981132075472
107,1,BAL,-1,SDP,50-57,L,0.4672897196261682
108,0,LAD,-2,SDP,50-58,L,0.46296296296296297
109,0,LAD,1,SDP,51-58,W,0.46788990825688076
110,0,LAD,-1,SDP,51-59,L,0.4636363636363636
111,0,LAD,-2,SDP,51-60,L,0.4594594594594595
112,0,SEA,1,SDP,52-60,W,0.4642857142857143
113,0,SEA,-1,SDP,52-61,L,0.46017699115044247
114,1,COL,1,SDP,53-61,W,0.4649122807017544
115,1,COL,2,SDP,54-61,W,0.46956521739130436
116,1,COL,3,SDP,55-61,W,0.47413793103448276
117,1,COL,-1,SDP,55-62,L,0.4700854700854701
118,1,TBR,-2,SDP,55-63,L,0.4661016949152542
119,1,TBR,-3,SDP,55-64,L,0.46218487394957986
120,1,TBR,1,SDP,56-64,W,0.4666666666666667
121,0,PHI,-1,SDP,56-65,L,0.4628099173553719
122,0,PHI,1,SDP,57-65,W,0.4672131147540984
123,0,PHI,2,SDP,58-65,W,0.4715447154471545
124,0,CIN,3,SDP,59-65,W,0.47580645161290325
125,0,CIN,-1,SDP,59-66,L,0.472
126,0,CIN,-2,SDP,59-67,L,0.46825396825396826
127,1,BOS,-3,SDP,59-68,L,0.4645669291338583
128,1,BOS,-4,SDP,59-69,L,0.4609375
129,1,BOS,1,SDP,60-69,W,0.46511627906976744
130,1,LAD,2,SDP,61-69,W,0.46923076923076923
131,1,LAD,-1,SDP,61-70,L,0.46564885496183206
132,1,LAD,-2,SDP,61-71,L,0.4621212121212121
133,0,SFG,1,SDP,62-71,W,0.46616541353383456
134,0,SFG,-1,SDP,62-72,L,0.4626865671641791
135,0,SFG,1,SDP,63-72,W,0.4666666666666667
136,0,SFG,2,SDP,64-72,W,0.47058823529411764
137,0,ARI,-1,SDP,64-73,L,0.46715328467153283
138,0,ARI,-2,SDP,64-74,L,0.463768115942029
139,0,ARI,-3,SDP,64-75,L,0.460431654676259
140,1,COL,-4,SDP,64-76,L,0.45714285714285713
141,1,COL,1,SDP,65-76,W,0.46099290780141844
142,1,COL,2,SDP,66-76,W,0.4647887323943662
143,1,CHC,-1,SDP,66-77,L,0.46153846153846156
144,1,CHC,1,SDP,67-77,W,0.4652777777777778
145,1,CHC,2,SDP,68-77,W,0.4689655172413793
146,1,CHC,-1,SDP,68-78,L,0.4657534246575342
147,0,COL,-2,SDP,68-79,L,0.46258503401360546
148,0,COL,-3,SDP,68-80,L,0.4594594594594595
149,0,COL,-4,SDP,68-81,L,0.4563758389261745
150,0,MIL,-5,SDP,68-82,L,0.4533333333333333
151,0,MIL,-6,SDP,68-83,L,0.4503311258278146
152,0,MIL,1,SDP,69-83,W,0.45394736842105265
153,0,MIL,-1,SDP,69-84,L,0.45098039215686275
154,1,ARI,-2,SDP,69-85,L,0.44805194805194803
155,1,ARI,-3,SDP,69-86,L,0.44516129032258067
156,1,ARI,1,SDP,70-86,W,0.44871794871794873
157,1,LAD,-1,SDP,70-87,L,0.445859872611465
158,1,LAD,-2,SDP,70-88,L,0.4430379746835443
159,1,LAD,-3,SDP,70-89,L,0.44025157232704404
160,0,ARI,-4,SDP,70-90,L,0.4375
161,0,ARI,-5,SDP,70-91,L,0.43478260869565216
162,0,ARI,-6,SDP,70-92,L,0.43209876543209874
1,1,ATL,1,PHI,1-0,W,1.0
2,1,ATL,2,PHI,2-0,W,1.0
3,1,ATL,3,PHI,3-0,W,1.0
4,0,WSN,4,PHI,4-0,W,1.0
5,0,WSN,-1,PHI,4-1,L,0.8
6,1,MIN,1,PHI,5-1,W,0.8333333333333334
7,1,MIN,-1,PHI,5-2,L,0.7142857142857143
8,1,MIN,1,PHI,6-2,W,0.75
9,1,WSN,2,PHI,7-2,W,0.7777777777777778
10,1,WSN,-1,PHI,7-3,L,0.7
11,1,WSN,-2,PHI,7-4,L,0.6363636363636364
12,0,MIA,1,PHI,8-4,W,0.6666666666666666
13,0,MIA,-1,PHI,8-5,L,0.6153846153846154
14,0,MIA,1,PHI,9-5,W,0.6428571428571429
15,1,NYM,-1,PHI,9-6,L,0.6
16,1,NYM,1,PHI,10-6,W,0.625
17,1,NYM,2,PHI,11-6,W,0.6470588235294118
18,0,COL,-1,PHI,11-7,L,0.6111111111111112
19,0,COL,-2,PHI,11-8,L,0.5789473684210527
20,0,COL,1,PHI,12-8,W,0.6
21,0,COL,-1,PHI,12-9,L,0.5714285714285714
22,0,NYM,-2,PHI,12-10,L,0.5454545454545454
23,0,NYM,-3,PHI,12-11,L,0.5217391304347826
24,0,NYM,1,PHI,13-11,W,0.5416666666666666
25,1,MIA,-1,PHI,13-12,L,0.52
26,1,MIA,1,PHI,14-12,W,0.5384615384615384
27,1,MIA,2,PHI,15-12,W,0.5555555555555556
28,1,MIA,3,PHI,16-12,W,0.5714285714285714
29,1,DET,-1,PHI,16-13,L,0.5517241379310345
30,1,DET,1,PHI,17-13,W,0.5666666666666667
31,1,WSN,2,PHI,18-13,W,0.5806451612903226
32,1,WSN,-1,PHI,18-14,L,0.5625
33,1,WSN,1,PHI,19-14,W,0.5757575757575758
34,0,STL,-1,PHI,19-15,L,0.5588235294117647
35,0,STL,1,PHI,20-15,W,0.5714285714285714
36,0,STL,2,PHI,21-15,W,0.5833333333333334
37,0,KCR,-1,PHI,21-16,L,0.5675675675675675
38,0,KCR,1,PHI,22-16,W,0.5789473684210527
39,0,KCR,2,PHI,23-16,W,0.5897435897435898
40,1,MIL,3,PHI,24-16,W,0.6
41,1,MIL,-1,PHI,24-17,L,0.5853658536585366
42,1,MIL,-2,PHI,24-18,L,0.5714285714285714
43,1,MIL,-3,PHI,24-19,L,0.5581395348837209
44,1,COL,1,PHI,25-19,W,0.5681818181818182
45,1,COL,2,PHI,26-19,W,0.5777777777777777
46,1,COL,3,PHI,27-19,W,0.5869565217391305
47,0,CHC,4,PHI,28-19,W,0.5957446808510638
48,0,CHC,-1,PHI,28-20,L,0.5833333333333334
49,0,CHC,-2,PHI,28-21,L,0.5714285714285714
50,0,CHC,1,PHI,29-21,W,0.58
51,0,MIL,2,PHI,30-21,W,0.5882352941176471
52,0,MIL,3,PHI,31-21,W,0.5961538461538461
53,0,MIL,-1,PHI,31-22,L,0.5849056603773585
54,1,STL,1,PHI,32-22,W,0.5925925925925926
55,1,STL,2,PHI,33-22,W,0.6
56,1,STL,-1,PHI,33-23,L,0.5892857142857143
57,0,LAD,-2,PHI,33-24,L,0.5789473684210527
58,0,LAD,-3,PHI,33-25,L,0.5689655172413793
59,0,LAD,-4,PHI,33-26,L,0.559322033898305
60,0,SDP,-5,PHI,33-27,L,0.55
61,0,SDP,1,PHI,34-27,W,0.5573770491803278
62,0,SDP,2,PHI,35-27,W,0.5645161290322581
63,1,CIN,3,PHI,36-27,W,0.5714285714285714
64,1,CIN,4,PHI,37-27,W,0.578125
65,1,CIN,-1,PHI,37-28,L,0.5692307692307692
66,1,ARI,-2,PHI,37-29,L,0.5606060606060606
67,1,ARI,1,PHI,38-29,W,0.5671641791044776
68,1,ARI,-1,PHI,38-30,L,0.5588235294117647
69,0,ATL,-2,PHI,38-31,L,0.5507246376811594
70,0,ATL,1,PHI,39-31,W,0.5571428571428572
71,0,ATL,-1,PHI,39-32,L,0.5492957746478874
72,0,WSN,-2,PHI,39-33,L,0.5416666666666666
73,0,WSN,-3,PHI,39-34,L,0.5342465753424658
74,0,WSN,-4,PHI,39-35,L,0.527027027027027
75,1,MIA,-5,PHI,39-36,L,0.52
76,1,MIA,-6,PHI,39-37,L,0.5131578947368421
77,1,MIA,-7,PHI,39-38,L,0.5064935064935064
78,1,NYM,1,PHI,40-38,W,0.5128205128205128
79,1,NYM,2,PHI,41-38,W,0.5189873417721519
80,1,NYM,3,PHI,42-38,W,0.525
81,1,NYM,4,PHI,43-38,W,0.5308641975308642
82,0,MIA,-1,PHI,43-39,L,0.524390243902439
83,0,MIA,-2,PHI,43-40,L,0.5180722891566265
84,0,MIA,1,PHI,44-40,W,0.5238095238095238
85,0,ATL,2,PHI,45-40,W,0.5294117647058824
86,0,ATL,-1,PHI,45-41,L,0.5232558139534884
87,0,ATL,-2,PHI,45-42,L,0.5172413793103449
88,0,NYM,1,PHI,46-42,W,0.5227272727272727
89,0,NYM,-1,PHI,46-43,L,0.5168539325842697
90,0,NYM,1,PHI,47-43,W,0.5222222222222223
91,1,WSN,-1,PHI,47-44,L,0.5164835164835165
92,1,WSN,-2,PHI,47-45,L,0.5108695652173914
93,1,WSN,1,PHI,48-45,W,0.5161290322580645
94,1,LAD,-1,PHI,48-46,L,0.5106382978723404
95,1,LAD,1,PHI,49-46,W,0.5157894736842106
96,1,LAD,-1,PHI,49-47,L,0.5104166666666666
97,1,LAD,1,PHI,50-47,W,0.5154639175257731
98,0,PIT,2,PHI,51-47,W,0.5204081632653061
99,0,PIT,-1,PHI,51-48,L,0.5151515151515151
